author_id,goal_slug,title,description,difficulty,diet_type,meal_type,meal_time,prep_time,cook_time,servings,instructions,ingredients,image_url,video_url
1,balance-coordination,Wellness Boost 1 for Balance Coordination,A healthy recipe designed to support balance coordination.,medium,balanced,breakfast,evening,9,2,1,1. Prepare ingredients. 2. Combine and serve.,whey-protein-isolate:127;rolled-oats:182;raspberries-raw:165;spinach-raw:105,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,balance-coordination,Wellness Boost 2 for Balance Coordination,A healthy recipe designed to support balance coordination.,medium,paleo,breakfast,morning,11,13,2,1. Prepare ingredients. 2. Combine and serve.,tomato-fresh:132;spinach-raw:136;chickpeas-cooked:54,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,balance-coordination,Wellness Boost 3 for Balance Coordination,A healthy recipe designed to support balance coordination.,medium,paleo,dinner,evening,16,4,3,1. Prepare ingredients. 2. Combine and serve.,hemp-seeds:140;whey-protein-isolate:54;rolled-oats:125;raspberries-raw:63,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,balance-coordination,Wellness Boost 4 for Balance Coordination,A healthy recipe designed to support balance coordination.,easy,vegan,breakfast,post-workout,16,21,2,1. Prepare ingredients. 2. Combine and serve.,almond-milk:177;avocado-fresh:159;rolled-oats:84;quinoa-cooked:69;chia-seeds:198,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,balance-coordination,Wellness Boost 5 for Balance Coordination,A healthy recipe designed to support balance coordination.,medium,high-protein,breakfast,evening,16,3,2,1. Prepare ingredients. 2. Combine and serve.,strawberries-raw:37;tomato-fresh:76;raspberries-raw:99;chicken-breast:109;almonds-raw:116,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,balance-coordination,Wellness Boost 6 for Balance Coordination,A healthy recipe designed to support balance coordination.,medium,balanced,lunch,noon,17,2,1,1. Prepare ingredients. 2. Combine and serve.,chicken-breast:137;hemp-seeds:146;flax-seeds:117;blueberries-raw:70;cucumber-fresh:124,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,core-strength,Wellness Boost 1 for Core Strength,A healthy recipe designed to support core strength.,medium,vegan,breakfast,morning,9,5,3,1. Prepare ingredients. 2. Combine and serve.,hemp-seeds:199;almonds-raw:138;chickpeas-cooked:154,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,core-strength,Wellness Boost 2 for Core Strength,A healthy recipe designed to support core strength.,medium,paleo,dinner,noon,8,11,2,1. Prepare ingredients. 2. Combine and serve.,avocado-fresh:164;rolled-oats:200;yogurt-plain:108,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,core-strength,Wellness Boost 3 for Core Strength,A healthy recipe designed to support core strength.,easy,high-protein,snack,morning,5,6,2,1. Prepare ingredients. 2. Combine and serve.,lemon-juice:113;almonds-raw:60;avocado-fresh:31,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,core-strength,Wellness Boost 4 for Core Strength,A healthy recipe designed to support core strength.,medium,paleo,lunch,noon,17,17,3,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:48;raspberries-raw:131;quinoa-cooked:40,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,core-strength,Wellness Boost 5 for Core Strength,A healthy recipe designed to support core strength.,medium,balanced,snack,morning,15,18,2,1. Prepare ingredients. 2. Combine and serve.,cucumber-fresh:35;tomato-fresh:113;avocado-fresh:73;chia-seeds:188;whey-protein-isolate:147,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,core-strength,Wellness Boost 6 for Core Strength,A healthy recipe designed to support core strength.,medium,balanced,snack,morning,12,13,3,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:116;hemp-seeds:86;cucumber-fresh:115;avocado-fresh:73,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,functional-fitness,Wellness Boost 1 for Functional Fitness,A healthy recipe designed to support functional fitness.,easy,balanced,lunch,evening,16,23,3,1. Prepare ingredients. 2. Combine and serve.,strawberries-raw:95;chia-seeds:80;lemon-juice:74,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,functional-fitness,Wellness Boost 2 for Functional Fitness,A healthy recipe designed to support functional fitness.,easy,balanced,lunch,post-workout,19,24,3,1. Prepare ingredients. 2. Combine and serve.,chickpeas-cooked:142;rolled-oats:47;spinach-raw:150;raspberries-raw:143;lemon-juice:191,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,functional-fitness,Wellness Boost 3 for Functional Fitness,A healthy recipe designed to support functional fitness.,medium,vegan,breakfast,evening,7,9,2,1. Prepare ingredients. 2. Combine and serve.,almond-milk:49;whey-protein-isolate:195;quinoa-cooked:53;avocado-fresh:187,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,functional-fitness,Wellness Boost 4 for Functional Fitness,A healthy recipe designed to support functional fitness.,medium,paleo,breakfast,post-workout,11,10,3,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:56;lemon-juice:117;almond-milk:51;chickpeas-cooked:159,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,functional-fitness,Wellness Boost 5 for Functional Fitness,A healthy recipe designed to support functional fitness.,easy,balanced,lunch,post-workout,19,16,3,1. Prepare ingredients. 2. Combine and serve.,olive-oil:134;quinoa-cooked:116;rolled-oats:183;avocado-fresh:43;cucumber-fresh:191,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,functional-fitness,Wellness Boost 6 for Functional Fitness,A healthy recipe designed to support functional fitness.,medium,balanced,dinner,morning,17,9,2,1. Prepare ingredients. 2. Combine and serve.,whey-protein-isolate:119;lemon-juice:109;spinach-raw:197;hemp-seeds:199;rolled-oats:130,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,mobility-flexibility,Wellness Boost 1 for Mobility Flexibility,A healthy recipe designed to support mobility flexibility.,easy,balanced,dinner,post-workout,15,4,3,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:34;hemp-seeds:122;tomato-fresh:109;whey-protein-isolate:76;quinoa-cooked:84,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,mobility-flexibility,Wellness Boost 2 for Mobility Flexibility,A healthy recipe designed to support mobility flexibility.,medium,paleo,lunch,noon,9,4,1,1. Prepare ingredients. 2. Combine and serve.,chia-seeds:39;flax-seeds:199;raspberries-raw:116;rolled-oats:188,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,mobility-flexibility,Wellness Boost 3 for Mobility Flexibility,A healthy recipe designed to support mobility flexibility.,easy,paleo,lunch,noon,10,22,3,1. Prepare ingredients. 2. Combine and serve.,chickpeas-cooked:123;almond-milk:90;tomato-fresh:143,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,mobility-flexibility,Wellness Boost 4 for Mobility Flexibility,A healthy recipe designed to support mobility flexibility.,medium,paleo,lunch,noon,14,25,2,1. Prepare ingredients. 2. Combine and serve.,quinoa-cooked:148;rolled-oats:102;chickpeas-cooked:127,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,mobility-flexibility,Wellness Boost 5 for Mobility Flexibility,A healthy recipe designed to support mobility flexibility.,medium,high-protein,lunch,noon,13,1,3,1. Prepare ingredients. 2. Combine and serve.,quinoa-cooked:61;raspberries-raw:102;chia-seeds:51;flax-seeds:71,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,mobility-flexibility,Wellness Boost 6 for Mobility Flexibility,A healthy recipe designed to support mobility flexibility.,medium,paleo,lunch,post-workout,7,7,2,1. Prepare ingredients. 2. Combine and serve.,chicken-breast:158;tomato-fresh:125;almond-milk:90;cucumber-fresh:128,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,posture-alignment,Wellness Boost 1 for Posture Alignment,A healthy recipe designed to support posture alignment.,easy,vegan,lunch,morning,15,3,3,1. Prepare ingredients. 2. Combine and serve.,spinach-raw:150;lemon-juice:65;rolled-oats:150;almond-milk:144;avocado-fresh:187,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,posture-alignment,Wellness Boost 2 for Posture Alignment,A healthy recipe designed to support posture alignment.,easy,balanced,breakfast,evening,11,4,3,1. Prepare ingredients. 2. Combine and serve.,whey-protein-isolate:90;flax-seeds:107;tomato-fresh:61;chia-seeds:42;avocado-fresh:91,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,posture-alignment,Wellness Boost 3 for Posture Alignment,A healthy recipe designed to support posture alignment.,medium,paleo,breakfast,morning,20,19,3,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:66;rolled-oats:104;strawberries-raw:139,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,posture-alignment,Wellness Boost 4 for Posture Alignment,A healthy recipe designed to support posture alignment.,easy,vegan,lunch,post-workout,10,21,3,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:164;quinoa-cooked:169;hemp-seeds:159,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,posture-alignment,Wellness Boost 5 for Posture Alignment,A healthy recipe designed to support posture alignment.,easy,paleo,snack,morning,17,11,2,1. Prepare ingredients. 2. Combine and serve.,chicken-breast:198;quinoa-cooked:190;hemp-seeds:56;rolled-oats:178;strawberries-raw:115,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,posture-alignment,Wellness Boost 6 for Posture Alignment,A healthy recipe designed to support posture alignment.,easy,balanced,dinner,evening,10,24,3,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:147;olive-oil:39;lemon-juice:105;hemp-seeds:81,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,recovery-injury-prevention,Wellness Boost 1 for Recovery Injury Prevention,A healthy recipe designed to support recovery injury prevention.,easy,high-protein,breakfast,evening,14,16,2,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:121;almonds-raw:42;almond-milk:197;blueberries-raw:114;avocado-fresh:99,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,recovery-injury-prevention,Wellness Boost 2 for Recovery Injury Prevention,A healthy recipe designed to support recovery injury prevention.,easy,vegan,snack,post-workout,19,12,2,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:162;whey-protein-isolate:98;quinoa-cooked:51,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,recovery-injury-prevention,Wellness Boost 3 for Recovery Injury Prevention,A healthy recipe designed to support recovery injury prevention.,medium,balanced,snack,noon,14,10,1,1. Prepare ingredients. 2. Combine and serve.,spinach-raw:144;avocado-fresh:184;rolled-oats:139,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,recovery-injury-prevention,Wellness Boost 4 for Recovery Injury Prevention,A healthy recipe designed to support recovery injury prevention.,easy,paleo,dinner,post-workout,6,23,2,1. Prepare ingredients. 2. Combine and serve.,tomato-fresh:123;almonds-raw:161;almond-milk:70;hemp-seeds:37;cucumber-fresh:66,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,recovery-injury-prevention,Wellness Boost 5 for Recovery Injury Prevention,A healthy recipe designed to support recovery injury prevention.,medium,balanced,lunch,morning,12,24,3,1. Prepare ingredients. 2. Combine and serve.,quinoa-cooked:145;cucumber-fresh:124;almond-milk:125;lemon-juice:143,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,recovery-injury-prevention,Wellness Boost 6 for Recovery Injury Prevention,A healthy recipe designed to support recovery injury prevention.,easy,high-protein,dinner,post-workout,15,20,2,1. Prepare ingredients. 2. Combine and serve.,chia-seeds:157;chicken-breast:162;olive-oil:129,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,joint-health,Wellness Boost 1 for Joint Health,A healthy recipe designed to support joint health.,easy,vegan,dinner,post-workout,11,19,2,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:145;blueberries-raw:74;chia-seeds:143;lemon-juice:52;hemp-seeds:111,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,joint-health,Wellness Boost 2 for Joint Health,A healthy recipe designed to support joint health.,medium,balanced,dinner,evening,10,22,3,1. Prepare ingredients. 2. Combine and serve.,olive-oil:81;quinoa-cooked:65;flax-seeds:90;strawberries-raw:156;chia-seeds:36,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,joint-health,Wellness Boost 3 for Joint Health,A healthy recipe designed to support joint health.,medium,vegan,snack,noon,7,2,2,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:177;flax-seeds:48;tomato-fresh:62;raspberries-raw:111,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,joint-health,Wellness Boost 4 for Joint Health,A healthy recipe designed to support joint health.,easy,paleo,snack,evening,9,24,3,1. Prepare ingredients. 2. Combine and serve.,rolled-oats:61;olive-oil:162;lemon-juice:69;tomato-fresh:107;almond-milk:72,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,joint-health,Wellness Boost 5 for Joint Health,A healthy recipe designed to support joint health.,easy,vegan,lunch,evening,14,2,2,1. Prepare ingredients. 2. Combine and serve.,raspberries-raw:190;almonds-raw:107;lemon-juice:187,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,joint-health,Wellness Boost 6 for Joint Health,A healthy recipe designed to support joint health.,easy,high-protein,lunch,noon,15,18,1,1. Prepare ingredients. 2. Combine and serve.,hemp-seeds:196;almond-milk:83;almonds-raw:176,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,back-pain-relief,Wellness Boost 1 for Back Pain Relief,A healthy recipe designed to support back pain relief.,medium,balanced,snack,evening,14,15,1,1. Prepare ingredients. 2. Combine and serve.,cucumber-fresh:70;avocado-fresh:142;chickpeas-cooked:136;hemp-seeds:153;almond-milk:148,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,back-pain-relief,Wellness Boost 2 for Back Pain Relief,A healthy recipe designed to support back pain relief.,easy,vegan,lunch,evening,15,23,2,1. Prepare ingredients. 2. Combine and serve.,lemon-juice:111;quinoa-cooked:91;flax-seeds:149;chia-seeds:61,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,back-pain-relief,Wellness Boost 3 for Back Pain Relief,A healthy recipe designed to support back pain relief.,medium,paleo,lunch,noon,8,1,2,1. Prepare ingredients. 2. Combine and serve.,whey-protein-isolate:113;tomato-fresh:177;strawberries-raw:110;olive-oil:78,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,back-pain-relief,Wellness Boost 4 for Back Pain Relief,A healthy recipe designed to support back pain relief.,easy,paleo,snack,post-workout,14,15,1,1. Prepare ingredients. 2. Combine and serve.,cucumber-fresh:91;flax-seeds:85;chickpeas-cooked:179,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,back-pain-relief,Wellness Boost 5 for Back Pain Relief,A healthy recipe designed to support back pain relief.,medium,balanced,breakfast,evening,20,19,3,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:140;avocado-fresh:64;raspberries-raw:97;chicken-breast:123;chia-seeds:133,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,back-pain-relief,Wellness Boost 6 for Back Pain Relief,A healthy recipe designed to support back pain relief.,medium,balanced,snack,morning,11,11,3,1. Prepare ingredients. 2. Combine and serve.,hemp-seeds:170;cucumber-fresh:101;flax-seeds:189;chickpeas-cooked:186,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 1 for Energy Boost,A healthy recipe designed to support energy boost.,easy,high-protein,breakfast,post-workout,16,25,2,1. Prepare ingredients. 2. Combine and serve.,quinoa-cooked:158;lemon-juice:40;blueberries-raw:41;flax-seeds:39;cucumber-fresh:65,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 2 for Energy Boost,A healthy recipe designed to support energy boost.,medium,paleo,snack,noon,9,10,3,1. Prepare ingredients. 2. Combine and serve.,olive-oil:159;cucumber-fresh:160;avocado-fresh:166;spinach-raw:155,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 3 for Energy Boost,A healthy recipe designed to support energy boost.,medium,paleo,breakfast,evening,15,21,1,1. Prepare ingredients. 2. Combine and serve.,rolled-oats:97;avocado-fresh:197;chicken-breast:178;yogurt-plain:177,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 4 for Energy Boost,A healthy recipe designed to support energy boost.,easy,balanced,snack,noon,17,4,3,1. Prepare ingredients. 2. Combine and serve.,almond-milk:78;rolled-oats:34;chia-seeds:142,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 5 for Energy Boost,A healthy recipe designed to support energy boost.,medium,paleo,lunch,post-workout,11,13,3,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:173;almond-milk:113;lemon-juice:199;flax-seeds:152;blueberries-raw:164,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 6 for Energy Boost,A healthy recipe designed to support energy boost.,medium,vegan,lunch,post-workout,15,17,2,1. Prepare ingredients. 2. Combine and serve.,almonds-raw:172;yogurt-plain:106;blueberries-raw:87;strawberries-raw:106;whey-protein-isolate:103,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 7 for Energy Boost,A healthy recipe designed to support energy boost.,easy,paleo,dinner,post-workout,16,17,3,1. Prepare ingredients. 2. Combine and serve.,avocado-fresh:131;chia-seeds:118;raspberries-raw:67;cucumber-fresh:104,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 8 for Energy Boost,A healthy recipe designed to support energy boost.,easy,vegan,breakfast,evening,19,20,2,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:65;blueberries-raw:57;rolled-oats:187;almonds-raw:180;flax-seeds:91,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 9 for Energy Boost,A healthy recipe designed to support energy boost.,easy,balanced,lunch,noon,6,3,2,1. Prepare ingredients. 2. Combine and serve.,yogurt-plain:170;chia-seeds:70;lemon-juice:134;chicken-breast:197,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 10 for Energy Boost,A healthy recipe designed to support energy boost.,medium,paleo,lunch,evening,15,9,3,1. Prepare ingredients. 2. Combine and serve.,hemp-seeds:166;rolled-oats:39;strawberries-raw:74,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 11 for Energy Boost,A healthy recipe designed to support energy boost.,medium,high-protein,breakfast,post-workout,20,5,3,1. Prepare ingredients. 2. Combine and serve.,almond-milk:115;chicken-breast:102;avocado-fresh:146;chia-seeds:194,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 12 for Energy Boost,A healthy recipe designed to support energy boost.,medium,high-protein,snack,evening,11,25,1,1. Prepare ingredients. 2. Combine and serve.,olive-oil:33;chickpeas-cooked:116;almonds-raw:105;whey-protein-isolate:175,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 13 for Energy Boost,A healthy recipe designed to support energy boost.,easy,high-protein,snack,post-workout,15,2,2,1. Prepare ingredients. 2. Combine and serve.,chia-seeds:93;olive-oil:31;lemon-juice:96;yogurt-plain:128;spinach-raw:90,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 14 for Energy Boost,A healthy recipe designed to support energy boost.,medium,vegan,dinner,evening,5,8,3,1. Prepare ingredients. 2. Combine and serve.,strawberries-raw:108;almond-milk:70;chia-seeds:133;chickpeas-cooked:158,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,energy-boost,Wellness Boost 15 for Energy Boost,A healthy recipe designed to support energy boost.,medium,balanced,dinner,evening,12,7,1,1. Prepare ingredients. 2. Combine and serve.,lemon-juice:170;chickpeas-cooked:150;quinoa-cooked:167;tomato-fresh:200,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 1 for Stress Relief,A healthy recipe designed to support stress relief.,easy,high-protein,breakfast,post-workout,16,2,3,1. Prepare ingredients. 2. Combine and serve.,almond-milk:81;raspberries-raw:176;flax-seeds:167,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 2 for Stress Relief,A healthy recipe designed to support stress relief.,easy,high-protein,dinner,post-workout,8,21,1,1. Prepare ingredients. 2. Combine and serve.,rolled-oats:44;yogurt-plain:146;hemp-seeds:63;flax-seeds:161;chickpeas-cooked:136,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 3 for Stress Relief,A healthy recipe designed to support stress relief.,medium,balanced,snack,evening,5,12,2,1. Prepare ingredients. 2. Combine and serve.,blueberries-raw:41;rolled-oats:138;hemp-seeds:118,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 4 for Stress Relief,A healthy recipe designed to support stress relief.,easy,balanced,breakfast,post-workout,6,9,2,1. Prepare ingredients. 2. Combine and serve.,lemon-juice:127;tomato-fresh:144;quinoa-cooked:126,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 5 for Stress Relief,A healthy recipe designed to support stress relief.,medium,balanced,lunch,evening,8,5,3,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:35;lemon-juice:106;strawberries-raw:148;chicken-breast:169,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 6 for Stress Relief,A healthy recipe designed to support stress relief.,medium,paleo,lunch,noon,19,11,1,1. Prepare ingredients. 2. Combine and serve.,blueberries-raw:187;chia-seeds:34;almond-milk:91;tomato-fresh:82,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 7 for Stress Relief,A healthy recipe designed to support stress relief.,easy,balanced,breakfast,post-workout,6,7,3,1. Prepare ingredients. 2. Combine and serve.,cucumber-fresh:168;chickpeas-cooked:85;strawberries-raw:44,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 8 for Stress Relief,A healthy recipe designed to support stress relief.,easy,vegan,lunch,evening,15,7,2,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:106;strawberries-raw:100;tomato-fresh:45,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 9 for Stress Relief,A healthy recipe designed to support stress relief.,easy,paleo,snack,morning,16,20,3,1. Prepare ingredients. 2. Combine and serve.,flax-seeds:68;spinach-raw:106;tomato-fresh:126;raspberries-raw:77,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 10 for Stress Relief,A healthy recipe designed to support stress relief.,medium,high-protein,lunch,evening,9,25,2,1. Prepare ingredients. 2. Combine and serve.,raspberries-raw:172;tomato-fresh:165;rolled-oats:64,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 11 for Stress Relief,A healthy recipe designed to support stress relief.,medium,high-protein,dinner,noon,15,20,1,1. Prepare ingredients. 2. Combine and serve.,quinoa-cooked:43;hemp-seeds:98;raspberries-raw:126;blueberries-raw:184,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 12 for Stress Relief,A healthy recipe designed to support stress relief.,easy,balanced,lunch,noon,20,6,2,1. Prepare ingredients. 2. Combine and serve.,chicken-breast:152;blueberries-raw:92;rolled-oats:184;chia-seeds:82,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 13 for Stress Relief,A healthy recipe designed to support stress relief.,medium,high-protein,dinner,evening,17,14,3,1. Prepare ingredients. 2. Combine and serve.,quinoa-cooked:149;avocado-fresh:55;almonds-raw:150;whey-protein-isolate:111;yogurt-plain:82,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 14 for Stress Relief,A healthy recipe designed to support stress relief.,medium,vegan,snack,morning,12,23,1,1. Prepare ingredients. 2. Combine and serve.,almonds-raw:105;raspberries-raw:69;tomato-fresh:80,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,stress-relief,Wellness Boost 15 for Stress Relief,A healthy recipe designed to support stress relief.,medium,high-protein,snack,noon,20,17,3,1. Prepare ingredients. 2. Combine and serve.,spinach-raw:73;almonds-raw:120;yogurt-plain:73;raspberries-raw:65;chickpeas-cooked:169,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,better-sleep,Wellness Boost 1 for Better Sleep,A healthy recipe designed to support better sleep.,medium,high-protein,breakfast,morning,7,21,1,1. Prepare ingredients. 2. Combine and serve.,tomato-fresh:47;lemon-juice:68;strawberries-raw:32,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
1,better-sleep,Wellness Boost 2 for Better Sleep,A healthy recipe designed to support better sleep.,easy,paleo,dinner,morning,20,21,2,1. Prepare ingredients. 2. Combine and serve.,chicken-breast:135;raspberries-raw:33;rolled-oats:34,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg,
